ALG,GATES,PLANES,TIME
FCFS,9,11,113.2
FCFS,9,23,167.1
FCFS,8,21,160.6
FCFS,6,19,157
FCFS,7,2,50.6
FCFS,1,15,119.6
FCFS,8,24,171
FCFS,6,2,46.6
FCFS,8,12,118.5
FCFS,3,24,178.4
FCFS,8,10,105.6
FCFS,3,13,120.6
FCFS,3,7,93.9
FCFS,7,3,56.3
FCFS,6,4,65.4
FCFS,1,12,95.8
FCFS,1,8,85.1
FCFS,2,22,157.9
FCFS,4,20,153.4
FCFS,3,8,97.8
FCFS,6,12,117.6
FCFS,2,19,152.1
FCFS,9,6,84.7
FCFS,2,24,170.3
FCFS,8,12,117.2
FCFS,5,12,115.9
FCFS,5,8,88.7
FCFS,6,10,109.3
FCFS,6,10,99.8
FCFS,6,17,141.6
FCFS,1,17,129.5
FCFS,5,11,109.4
FCFS,6,5,77.4
FCFS,9,19,155.9
FCFS,8,22,168.3
FCFS,1,19,132.1
FCFS,6,14,130.1
FCFS,8,19,151.6
FCFS,3,3,63.5
FCFS,3,2,44
FCFS,9,7,84.3
FCFS,4,6,82.1
FCFS,9,3,63.8
FCFS,8,17,146.2
FCFS,3,17,144.4
FCFS,2,20,152.8
FCFS,7,17,140.5
FCFS,5,15,132.6
FCFS,3,4,67.8
FCFS,6,24,181.9
FCFS,1,5,73.5
FCFS,6,6,77
FCFS,4,1,37.7
FCFS,6,23,170.2
FCFS,6,17,141.2
FCFS,1,12,106.7
FCFS,4,15,125.5
FCFS,7,9,95.9
FCFS,1,19,133.8
FCFS,2,9,106.6
FCFS,9,22,173.6
FCFS,6,5,73.7
FCFS,6,2,51.3
FCFS,8,10,100.2
FCFS,3,1,36.3
FCFS,8,16,142.5
FCFS,4,9,100.5
FCFS,2,4,79.8
FCFS,6,19,149.8
FCFS,7,9,94.2
FCFS,1,2,44.3
FCFS,1,4,70.9
FCFS,7,20,153.6
FCFS,3,13,131.7
FCFS,9,8,96
FCFS,1,17,131.3
FCFS,8,23,173.7
FCFS,3,17,145.8
FCFS,6,22,164.8
FCFS,4,13,124.1
FCFS,1,24,156
FCFS,4,15,132.3
FCFS,7,23,177
FCFS,2,18,148.5
FCFS,2,6,87.5
FCFS,2,24,169.9
FCFS,6,18,153.8
FCFS,8,5,70.3
FCFS,1,18,133.3
FCFS,4,19,157
FCFS,1,2,47.1
FCFS,2,14,130.3
FCFS,6,15,133.5
FCFS,6,22,164.9
FCFS,8,18,145.5
FCFS,1,7,83.3
FCFS,9,3,57.5
FCFS,9,18,142.6
FCFS,7,10,96.7
FCFS,2,5,79.3
FCFS,4,24,173.9
FCFS,2,2,50.4
FCFS,5,23,174.4
FCFS,3,9,98.4
FCFS,8,15,130.3
FCFS,8,14,121.4
FCFS,2,22,153.3
FCFS,8,9,105.7
FCFS,5,13,112.6
FCFS,4,20,170.6
FCFS,2,19,149.6
FCFS,4,11,106.5
FCFS,8,23,178.8
FCFS,8,1,43.2
FCFS,2,22,161.5
FCFS,9,12,117.8
FCFS,6,22,173.8
FCFS,7,9,97.5
FCFS,4,1,36.7
FCFS,1,6,76.3
FCFS,6,6,76
FCFS,9,23,166.1
FCFS,4,8,100.8
FCFS,9,6,77.2
FCFS,8,14,125.7
FCFS,9,12,115
FCFS,8,23,168.9
FCFS,8,9,93.2
FCFS,7,22,167
FCFS,1,5,71.1
FCFS,6,13,120.9
FCFS,4,9,97.4
FCFS,5,9,96.8
FCFS,3,22,175.6
FCFS,6,20,153.3
FCFS,1,21,141.8
FCFS,7,7,85.2
FCFS,2,4,73.8
FCFS,5,6,78.7
FCFS,5,2,47.4
FCFS,1,16,118.7
FCFS,1,6,72.1
FCFS,5,17,137.1
FCFS,1,2,49.8
FCFS,5,6,84.2
FCFS,3,20,159.9
FCFS,2,7,93.1
FCFS,6,13,122.7
FCFS,5,7,85.8
FCFS,7,14,123.6
FCFS,9,13,113.2
FCFS,9,3,59.8
FCFS,4,1,38.8
FCFS,3,17,143.1
FCFS,2,17,137.8
FCFS,4,15,138
FCFS,7,16,139.8
FCFS,5,11,108.2
FCFS,3,8,97.7
FCFS,8,18,147.3
FCFS,8,13,117.1
FCFS,3,2,49.4
FCFS,5,20,162.5
FCFS,2,20,158
FCFS,5,5,69.4
FCFS,7,22,164.5
FCFS,3,23,170.5
FCFS,7,24,176.7
FCFS,3,23,179.3
FCFS,3,1,34.1
FCFS,8,21,163.7
FCFS,1,10,96.3
FCFS,4,23,179.2
FCFS,6,17,142.7
FCFS,1,18,126.7
FCFS,9,8,96.8
FCFS,7,19,153.3
FCFS,7,6,83.1
FCFS,8,21,162
FCFS,5,3,57.2
FCFS,6,15,130.7
FCFS,2,1,36.3
FCFS,8,8,93.4
FCFS,3,11,111
FCFS,7,17,150.3
FCFS,1,13,107.3
FCFS,5,8,87.1
FCFS,7,24,174.4
FCFS,1,11,104.4
FCFS,4,9,101.8
FCFS,3,21,163
FCFS,2,10,103.1
FCFS,9,5,75
FCFS,2,23,164.8
FCFS,3,2,45.3
FCFS,2,21,161.4
FCFS,5,6,79.9
FCFS,3,16,145.2
FCFS,2,20,157.9
FCFS,1,18,125
FCFS,4,24,181.3
FCFS,1,21,149.2
FCFS,3,13,119.9
FCFS,3,15,133.4
FCFS,6,19,159.8
FCFS,8,7,83
FCFS,7,11,105.5
FCFS,4,16,138.3
FCFS,8,4,68.9
FCFS,3,1,35.2
FCFS,3,23,178.5
FCFS,4,7,87.7
FCFS,4,21,165.8
FCFS,8,19,155.2
FCFS,7,20,152.9
FCFS,3,22,167.9
FCFS,3,7,91.5
FCFS,5,11,110.9
FCFS,4,10,109.6
FCFS,8,15,130
FCFS,7,9,98.5
FCFS,5,11,118.1
FCFS,9,1,45.9
FCFS,5,17,142.6
FCFS,3,22,182.3
FCFS,9,4,66.1
FCFS,4,4,65.7
FCFS,7,4,69.5
FCFS,4,3,58.2
FCFS,2,5,83.7
FCFS,8,13,117.4
FCFS,1,12,105.1
FCFS,9,16,133.1
FCFS,2,15,137
FCFS,2,7,106.2
FCFS,8,24,182.1
FCFS,2,7,98
FCFS,3,24,183.4
FCFS,7,21,163.4
FCFS,8,11,109.2
FCFS,3,17,138.4
FCFS,5,22,179.3
FCFS,9,14,129.9
FCFS,8,3,60.4
FCFS,7,4,65.4
FCFS,9,10,106.4
FCFS,5,5,77.7
FCFS,6,9,98.2
FCFS,3,6,81.6
FCFS,1,21,144.5
FCFS,5,10,105.8
FCFS,8,6,77.4
FCFS,4,8,98.4
FCFS,1,16,117.2
FCFS,9,11,111
FCFS,4,22,173.4
FCFS,3,1,35.3
FCFS,3,11,107.7
FCFS,9,22,167.3
FCFS,7,14,123.2
FCFS,7,22,176
FCFS,6,24,176.8
FCFS,1,18,124.8
FCFS,8,15,130.9
FCFS,4,19,154.4
FCFS,5,1,39.4
FCFS,4,22,168.7
FCFS,2,12,115.4
FCFS,2,1,36.1
FCFS,2,5,86.6
FCFS,1,8,84.7
FCFS,3,10,107.2
FCFS,1,20,136.2
FCFS,9,23,169.8
FCFS,1,1,31.4
FCFS,3,16,140.4
FCFS,2,19,154.2
FCFS,6,4,67.2
FCFS,6,14,127.5
FCFS,3,2,48.8
FCFS,8,18,144.6
FCFS,1,6,72
FCFS,4,22,162.9
FCFS,6,11,116.7
FCFS,3,20,169.6
FCFS,8,6,87.3
FCFS,3,19,151.6
FCFS,8,9,99.6
FCFS,7,8,92.3
FCFS,6,19,149.8
FCFS,7,2,47.1
FCFS,7,19,152.4
FCFS,7,19,150.4
FCFS,7,18,153.1
FCFS,8,7,87.8
FCFS,4,14,128.9
FCFS,8,2,48.6
FCFS,5,12,122.2
FCFS,4,21,163.7
FCFS,5,10,101.5
FCFS,3,16,142.9
FCFS,7,2,48.7
FCFS,8,21,167.1
FCFS,5,13,117.1
FCFS,3,19,156.3
FCFS,8,9,98.3
FCFS,4,22,177
FCFS,1,6,81.6
FCFS,5,3,59.2
FCFS,2,8,111
FCFS,6,16,143.6
FCFS,1,9,88.5
FCFS,8,18,153.2
FCFS,9,18,151.5
FCFS,9,21,166.1
FCFS,9,24,176.2
FCFS,3,9,97
FCFS,7,24,178
FCFS,1,16,118.7
FCFS,9,20,160
FCFS,3,6,84.7
FCFS,9,24,180.4
FCFS,7,12,113.1
FCFS,6,11,110.6
FCFS,4,16,138.2
FCFS,3,9,104
FCFS,3,2,45.3
FCFS,9,20,158.7
FCFS,1,24,154.6
FCFS,9,1,45.3
FCFS,6,3,53.2
FCFS,8,15,131.8
FCFS,4,8,97.7
FCFS,6,13,116.9
FCFS,5,11,110.5
FCFS,1,10,95.4
FCFS,4,18,150.9
FCFS,4,22,169
FCFS,4,17,144.8
FCFS,1,13,105.2
FCFS,2,10,113.7
FCFS,4,7,89.2
FCFS,7,14,130.5
FCFS,1,22,144.5
FCFS,1,12,101.9
FCFS,5,19,152.8
FCFS,8,1,44.5
FCFS,6,20,158.6
FCFS,2,17,145.3
FCFS,1,15,116.6
FCFS,8,5,73.2
FCFS,2,5,73.8
FCFS,3,1,35.9
FCFS,7,14,117.8
FCFS,5,9,102.2
FCFS,5,8,87.7
FCFS,1,14,111
FCFS,9,15,127.2
FCFS,2,9,109.1
FCFS,6,8,90.9
FCFS,5,12,108.9
FCFS,4,4,67.8
FCFS,8,17,141.1
FCFS,9,1,45.3
FCFS,3,15,136.9
FCFS,5,17,142.6
FCFS,4,20,170.9
FCFS,6,20,158.1
FCFS,1,23,146.5
FCFS,3,10,108.2
FCFS,3,4,70.5
FCFS,9,18,162.3
FCFS,3,17,146.8
FCFS,1,1,30.9
FCFS,8,6,80.2
FCFS,5,7,89.9
FCFS,9,20,155.6
FCFS,7,16,144
FCFS,7,17,142.6
FCFS,2,11,116.5
FCFS,6,8,96.1
FCFS,1,3,58.6
FCFS,8,20,162.7
FCFS,2,18,160.5
FCFS,1,5,68.9
FCFS,3,1,36.2
FCFS,1,19,135.7
FCFS,3,13,121.5
FCFS,2,18,146.7
FCFS,5,18,150.5
FCFS,1,21,143.4
FCFS,7,17,144.1
FCFS,2,1,36.7
FCFS,8,18,145.5
FCFS,1,19,137.2
FCFS,2,21,157.4
FCFS,3,16,137.9
FCFS,5,23,170.4
FCFS,6,4,69.2
FCFS,9,4,64.5
FCFS,8,13,117.8
FCFS,2,20,150.3
FCFS,9,20,157.3
FCFS,7,18,140.8
FCFS,4,11,116.6
FCFS,5,1,39.1
FCFS,1,1,31.7
FCFS,3,8,105.3
FCFS,4,24,182
FCFS,6,3,54.1
FCFS,8,2,48.7
FCFS,1,9,84
FCFS,8,4,61.8
FCFS,5,15,130.4
FCFS,1,4,65
FCFS,2,3,64.7
FCFS,8,1,43.8
FCFS,9,23,175.1
FCFS,5,5,73.2
FCFS,1,23,143
FCFS,9,11,108.8
FCFS,4,10,118.4
FCFS,3,2,48.3
FCFS,6,5,71.4
FCFS,6,23,175.8
FCFS,8,12,116.4
FCFS,5,13,116.2
FCFS,6,21,166.5
FCFS,7,13,133
FCFS,1,2,48.7
FCFS,2,9,118.3
FCFS,4,15,127.9
FCFS,9,8,91.6
FCFS,2,13,128.9
FCFS,3,2,45.2
FCFS,5,3,54.8
FCFS,1,10,94.5
FCFS,1,5,66.5
FCFS,9,12,114.1
FCFS,8,2,49.8
FCFS,9,15,136.7
FCFS,5,15,134.6
FCFS,3,14,128.5
FCFS,5,15,131.4
FCFS,3,24,178.8
FCFS,5,11,110.5
FCFS,9,10,101.2
FCFS,3,16,145
FCFS,9,10,103.8
FCFS,2,3,71.2
FCFS,1,20,137.4
FCFS,6,14,130.6
FCFS,9,14,127.3
FCFS,4,10,107.6
FCFS,7,8,88.7
FCFS,6,5,74.3
FCFS,3,17,146.2
FCFS,4,11,108.9
FCFS,1,14,110.7
FCFS,1,21,141.6
FCFS,1,7,83.5
FCFS,8,5,79
FCFS,6,22,167.9
FCFS,5,4,67.3
FCFS,9,11,111.9
FCFS,5,18,149.7
FCFS,8,21,166.5
FCFS,6,1,40.4
FCFS,1,11,102.1
FCFS,6,23,177.7
FCFS,2,22,169.5
FCFS,3,4,64.7
FCFS,8,3,52.8
FCFS,2,19,149.7
FCFS,3,12,115.2
FCFS,3,18,149.1
FCFS,1,4,66.7
FCFS,7,22,166.2
FCFS,7,21,155.9
FCFS,9,17,145
FCFS,8,20,159.1
FCFS,4,24,177.2
FCFS,7,2,47
FCFS,8,18,149.2
FCFS,8,5,73.5
FCFS,5,24,180
FCFS,3,4,65
FCFS,2,4,82.4
FCFS,9,22,160
FCFS,1,18,130.3
FCFS,9,21,155
FCFS,2,1,36.5
FCFS,4,4,66.3
FCFS,7,9,95.7
FCFS,3,24,183.3
FCFS,7,18,159.3
FCFS,1,8,92.2
FCFS,9,19,157.3
FCFS,7,5,76.4
FCFS,4,5,73.5
FCFS,9,3,59.9
FCFS,6,24,181.5
FCFS,2,8,106
FCFS,8,3,55.7
FCFS,7,23,170.4
FCFS,9,21,161.1
FCFS,6,1,41.3
FCFS,8,2,50.7
FCFS,8,21,160.8
FCFS,6,7,88.5
FCFS,9,8,94.3
FCFS,9,20,159.7
FCFS,3,3,61.5
FCFS,2,5,83.5
FCFS,2,12,130.8
FCFS,2,23,170.3
FCFS,3,19,158
FCFS,8,23,171.9
FCFS,4,1,37
FCFS,9,22,169.2
FCFS,5,8,94.9
FCFS,2,20,152.7
FCFS,8,11,105.1
FCFS,6,16,137.4
FCFS,9,24,182.6
FCFS,4,4,63.7
FCFS,6,12,114.4
FCFS,2,2,53.3
FCFS,1,5,68.3
FCFS,1,13,101.1
FCFS,1,1,32.2
FCFS,8,10,108.2
FCFS,7,21,165.1
FCFS,7,4,67.1
FCFS,2,18,153.4
FCFS,5,20,153.5
FCFS,3,23,178.7
FCFS,8,8,93.3
FCFS,6,5,77.3
FCFS,3,11,111.3
FCFS,5,16,134.9
FCFS,5,4,63
FCFS,5,24,186.8
FCFS,2,17,145.1
FCFS,8,6,78.3
FCFS,9,17,137.3
FCFS,8,22,164.5
FCFS,3,23,176.2
FCFS,9,3,60.1
FCFS,7,9,91.3
FCFS,9,17,139.5
FCFS,8,23,173.1
FCFS,7,4,64.5
FCFS,2,11,112.9
FCFS,3,7,81.2
FCFS,6,24,179
FCFS,2,15,131.7
FCFS,5,9,100.4
FCFS,9,21,160.9
FCFS,3,20,162.4
FCFS,9,1,44.9
FCFS,9,12,114.4
FCFS,8,12,114.8
FCFS,1,14,109.9
FCFS,1,10,93.3
FCFS,2,18,142.2
FCFS,7,6,80.7
FCFS,7,15,129.4
FCFS,4,15,131.4
FCFS,3,9,99.9
FCFS,5,3,62.6
FCFS,9,23,175.1
FCFS,2,20,157.1
FCFS,7,8,91.9
FCFS,4,13,121.1
FCFS,2,11,118.1
FCFS,1,4,61.5
FCFS,7,18,149.6
FCFS,9,12,116.7
FCFS,3,8,88.4
FCFS,4,3,60.7
FCFS,3,18,147.3
FCFS,8,12,115.9
FCFS,9,9,98.3
FCFS,6,15,136.7
FCFS,5,22,169.5
FCFS,5,14,128.5
FCFS,5,5,75.6
FCFS,5,1,37.6
FCFS,4,3,55.2
FCFS,9,14,127.4
FCFS,9,13,120.4
FCFS,5,14,130.6
FCFS,2,1,35.5
FCFS,8,24,172.6
FCFS,6,6,73.1
FCFS,1,2,49.7
FCFS,7,6,83.5
FCFS,7,20,163.9
FCFS,1,12,104.6
FCFS,4,19,150.2
FCFS,8,2,51.2
FCFS,9,14,127.8
FCFS,6,16,133.9
FCFS,3,22,168
FCFS,1,19,134.8
FCFS,9,21,161.8
FCFS,2,17,147.1
FCFS,7,21,160.8
FCFS,9,17,142
FCFS,2,19,148.7
FCFS,8,23,176.2
FCFS,3,11,110.1
FCFS,5,12,111.3
FCFS,4,8,91.1
FCFS,3,17,141.1
FCFS,1,24,156.3
FCFS,2,15,139.7
FCFS,7,21,166.7
FCFS,6,11,112.7
FCFS,4,22,168.7
FCFS,7,6,82
FCFS,2,2,48.8
FCFS,2,19,149.1
FCFS,1,10,96.6
FCFS,1,22,142.7
FCFS,5,1,38.1
FCFS,6,7,88.8
FCFS,3,12,120.3
FCFS,3,11,112.2
FCFS,2,11,120.9
FCFS,5,9,95.5
FCFS,4,14,127.7
FCFS,8,1,44.2
FCFS,5,7,82.9
FCFS,2,9,114.3
FCFS,1,9,83.2
FCFS,4,1,37.1
FCFS,2,23,168
FCFS,2,18,141.4
FCFS,3,12,124.5
FCFS,3,2,46.8
FCFS,6,14,123.9
FCFS,4,8,95
FCFS,1,20,135.1
FCFS,6,17,142.3
FCFS,1,6,78.3
FCFS,7,6,80
FCFS,8,2,48.3
FCFS,6,4,65.2
FCFS,9,5,71.4
FCFS,9,21,160.4
FCFS,7,17,138.7
FCFS,9,16,139.6
FCFS,8,13,119.4
FCFS,3,15,136.9
FCFS,3,13,123
FCFS,2,20,149.2
FCFS,1,4,61
FCFS,9,23,173.8
FCFS,6,3,61.3
FCFS,3,24,179.2
FCFS,7,20,160.1
FCFS,3,23,175.1
FCFS,3,20,154.2
FCFS,2,9,107.6
FCFS,1,1,31.5
FCFS,5,1,37.8
FCFS,2,12,125.8
FCFS,8,15,125.9
FCFS,4,24,182.3
FCFS,9,22,166.9
FCFS,4,11,112.5
FCFS,9,2,48.8
FCFS,1,7,80
FCFS,9,14,126
FCFS,3,21,159.8
FCFS,6,12,111.2
FCFS,6,24,184
FCFS,9,3,58.3
FCFS,4,19,153.4
FCFS,2,5,80.7
FCFS,5,13,119.8
FCFS,4,7,86.6
FCFS,3,6,88
FCFS,1,16,121
FCFS,1,11,102.4
FCFS,8,22,168.8
FCFS,1,18,132.1
FCFS,4,20,162.4
FCFS,9,17,142.4
FCFS,7,24,179.9
FCFS,4,18,156.5
FCFS,7,8,92.2
FCFS,5,15,129.5
FCFS,8,13,120.1
FCFS,7,1,41.8
FCFS,6,2,47.2
FCFS,7,4,71.4
FCFS,9,9,103.2
FCFS,6,3,59.3
FCFS,9,19,159.9
FCFS,5,11,104.9
FCFS,7,14,125
FCFS,7,9,93.5
FCFS,9,21,164.9
FCFS,7,20,160.1
FCFS,8,6,80.2
FCFS,5,11,107
FCFS,2,12,121.1
FCFS,5,4,64.9
FCFS,7,20,156
FCFS,8,20,159.2
FCFS,7,24,171.8
FCFS,3,1,35.1
FCFS,1,15,116.5
FCFS,8,17,135.9
FCFS,1,7,75.6
FCFS,1,5,68.8
FCFS,2,7,91.6
FCFS,6,19,143.7
FCFS,9,11,114.4
FCFS,6,15,130.3
FCFS,3,1,36.3
FCFS,3,12,121.4
FCFS,7,4,65.2
FCFS,2,6,87.3
FCFS,6,21,160.4
FCFS,9,20,162.4
FCFS,6,4,71.9
FCFS,8,14,127.8
FCFS,1,18,129.3
FCFS,8,3,60.3
FCFS,1,5,60.1
FCFS,2,11,117.1
FCFS,4,15,129.7
FCFS,3,5,80.8
FCFS,6,10,102.2
FCFS,9,3,60.7
FCFS,2,5,82.4
FCFS,7,20,152.9
FCFS,7,6,77.6
FCFS,9,5,81
FCFS,5,20,157.5
FCFS,6,23,170.7
FCFS,2,5,84.8
FCFS,6,21,165.1
FCFS,9,16,141.4
FCFS,4,20,154.5
FCFS,8,20,163.5
FCFS,9,11,112.1
FCFS,3,21,168.6
FCFS,7,16,135
FCFS,9,13,122.3
FCFS,3,19,157.5
FCFS,9,13,121
FCFS,1,20,141.4
FCFS,8,21,171.6
FCFS,9,15,125.4
FCFS,2,20,154.7
FCFS,7,1,43.5
FCFS,8,2,47.7
FCFS,4,24,180.7
FCFS,5,14,125.2
FCFS,5,16,138.7
FCFS,6,18,145.1
FCFS,4,3,53.1
FCFS,8,18,142.9
FCFS,9,21,160.4
FCFS,5,3,52
FCFS,8,10,103.1
FCFS,6,18,142.7
FCFS,3,4,67.6
FCFS,8,9,101.9
FCFS,7,20,158.1
FCFS,8,9,103.9
FCFS,6,15,127.8
FCFS,7,19,153.4
FCFS,1,23,149.8
FCFS,3,7,87.1
FCFS,1,4,61.8
FCFS,3,8,93.9
FCFS,8,14,124.2
FCFS,4,20,161
FCFS,1,7,83.5
FCFS,6,1,40.9
FCFS,3,21,174.9
FCFS,2,20,147.4
FCFS,4,23,176.8
FCFS,7,16,133.4
FCFS,7,2,47.5
FCFS,8,18,150.9
FCFS,8,4,64.6
FCFS,5,2,39.9
FCFS,9,15,128.5
FCFS,7,22,166.8
FCFS,8,17,133.1
FCFS,4,9,96.1
FCFS,4,13,123.1
FCFS,3,3,60
FCFS,9,12,112.9
FCFS,7,14,129.2
FCFS,7,18,147.2
FCFS,3,24,184.2
FCFS,6,20,160.2
FCFS,5,21,166.2
FCFS,6,11,107.4
FCFS,4,5,75.9
FCFS,5,8,86.7
FCFS,6,5,73.7
FCFS,3,20,164
FCFS,4,20,168.3
FCFS,3,4,68.1
FCFS,1,23,155.7
FCFS,4,24,184.1
FCFS,5,16,131.5
FCFS,4,8,94.7
FCFS,1,5,68.9
FCFS,9,4,74.1
FCFS,4,4,61.8
FCFS,7,22,164.2
FCFS,9,16,134.2
FCFS,4,3,57
FCFS,1,8,91.2
FCFS,9,16,134.1
FCFS,1,2,41.9
FCFS,5,7,77.8
FCFS,2,12,119
FCFS,3,3,56.6
FCFS,5,15,125.9
FCFS,9,19,149.7
FCFS,4,9,102.7
FCFS,4,24,183.3
FCFS,1,4,61
FCFS,1,10,96.6
FCFS,4,7,86.1
FCFS,7,8,95.1
FCFS,1,19,139.6
FCFS,8,16,136.7
FCFS,7,6,78.6
FCFS,8,23,172.2
FCFS,1,9,87.8
FCFS,5,9,93.6
FCFS,8,6,83.7
FCFS,1,22,148
FCFS,9,24,173.5
FCFS,7,8,90.5
FCFS,9,16,136.4
FCFS,3,10,103.2
FCFS,7,1,43.3
FCFS,3,6,74.5
FCFS,6,17,151.6
FCFS,7,16,131.4
FCFS,5,19,149.8
FCFS,4,17,153.7
FCFS,3,13,129.1
FCFS,8,1,42.3
FCFS,9,13,117.4
FCFS,3,16,135.4
FCFS,4,2,49.9
FCFS,3,3,61
FCFS,4,5,83.1
FCFS,4,3,59.3
FCFS,6,1,39.6
FCFS,8,3,55.2
FCFS,4,16,138.6
FCFS,5,20,158.4
FCFS,7,14,129
FCFS,8,4,64.5
FCFS,6,10,102.6
FCFS,7,19,150
FCFS,5,5,70
FCFS,7,13,124.3
FCFS,5,22,176.6
FCFS,7,4,64.9
FCFS,2,7,99.8
FCFS,6,6,76.8
FCFS,9,16,142.9
FCFS,4,2,50.5
FCFS,3,11,112.3
FCFS,1,17,117.1
FCFS,8,10,109.6
FCFS,2,19,144.4
FCFS,5,12,113.3
FCFS,8,8,88.7
FCFS,8,19,155.6
FCFS,4,22,172.5
FCFS,4,16,140.9
FCFS,7,2,50.2
FCFS,4,20,159
FCFS,5,12,120
FCFS,4,12,114.1
FCFS,5,15,132.1
FCFS,3,5,69.8
FCFS,6,21,156.4
FCFS,8,16,139.5
FCFS,2,8,107.7
FCFS,7,23,175
FCFS,4,8,86.5
FCFS,4,18,154
FCFS,4,5,79.5
FCFS,4,5,69.8
FCFS,4,24,173.1
FCFS,8,6,79.1
FCFS,3,22,174.9
FCFS,3,21,165
FCFS,1,13,106.9
FCFS,2,19,146.9
FCFS,1,15,120.1
FCFS,2,6,97.5
FCFS,3,23,176.9
FCFS,7,17,142.3
FCFS,9,4,71.5
FCFS,7,13,124.5
FCFS,9,12,115.6
FCFS,7,3,54.3
FCFS,4,24,184.9
FCFS,1,7,86.5
FCFS,2,8,100.3
FCFS,2,10,114
FCFS,4,8,96.1
FCFS,6,9,94.7
FCFS,3,18,144.7
FCFS,3,7,81.2
FCFS,7,9,102
FCFS,3,2,45.1
FCFS,5,4,59.7
FCFS,9,12,108.2
FCFS,5,17,142
FCFS,9,5,71.2
FCFS,5,22,182.2
FCFS,9,8,91.9
FCFS,2,4,71.3
FCFS,1,9,96.2
FCFS,7,18,143.9
FCFS,5,21,164.9
FCFS,1,16,120.6
FCFS,6,22,170.6
FCFS,1,22,146.7
FCFS,8,24,177.9
FCFS,2,17,149.6
FCFS,7,10,102.1
FCFS,8,23,171.6
FCFS,5,14,126.8
FCFS,3,24,177.8
FCFS,8,11,111.7
FCFS,4,23,176.4
FCFS,8,8,95.4
FCFS,4,2,50.7
FCFS,6,11,110.3
FCFS,2,24,171.6
FCFS,7,14,119.6
FCFS,6,22,167.5
FCFS,1,15,117.7
FCFS,8,16,137.5
FCFS,6,1,40.5
FCFS,4,13,134.5
FCFS,7,7,92.8
FCFS,6,2,49.6
FCFS,4,1,38.2
FCFS,8,15,135.3
FCFS,4,4,69.2
FCFS,1,7,76
FCFS,3,13,131.4
FCFS,9,18,144.7
FCFS,5,13,120.5
FCFS,4,17,139.7
FCFS,5,21,165.9
FCFS,7,16,137.3
FCFS,4,21,160.9
FCFS,5,6,79.3
FCFS,1,21,134.6
FCFS,8,7,94.2
FCFS,6,8,90.1
FCFS,6,3,57.7
FCFS,5,21,163.2
FCFS,1,10,92.1
FCFS,2,24,172.2
FCFS,2,1,35.5
FCFS,8,11,115.7
FCFS,4,2,43.2
FCFS,6,9,97.2
FCFS,5,9,93.1
FCFS,2,22,159.9
FCFS,7,13,121.9
FCFS,3,2,43.2
FCFS,7,17,139.8
FCFS,2,4,77.3
FCFS,1,24,159.2
FCFS,4,4,71.1
FCFS,9,18,146.6
FCFS,1,3,57.2
FCFS,1,4,63.8
FCFS,6,2,48.7
FCFS,7,11,108.4
FCFS,5,12,119.7
FCFS,1,8,88.5
FCFS,8,7,90.2
FCFS,3,3,63.1
FCFS,7,17,143.3
FCFS,2,23,167.7
FCFS,4,3,56.8
FCFS,5,15,134.4
FCFS,7,20,163.9
FCFS,8,24,176.1
FCFS,9,4,67.1
FCFS,1,1,31.7
FCFS,2,4,77.1
FCFS,3,6,77.2
FCFS,4,12,119.6
FCFS,3,12,120.8
FCFS,8,17,140.2
FCFS,6,7,85.1
FCFS,7,1,43.1
FCFS,3,10,108.2
FCFS,7,1,41.4
FCFS,4,9,100.2
FCFS,5,12,116.2
FCFS,7,20,156.7
FCFS,6,13,122
FCFS,3,6,87.7
FCFS,6,15,125.8
FCFS,5,14,127
FCFS,3,11,117.8
FCFS,2,22,164.9
FCFS,8,15,133.8
FCFS,4,19,149.4
FCFS,6,7,90.6
FCFS,3,13,117.2
FCFS,1,3,56.4
FCFS,2,12,120
FCFS,7,9,103.6
FCFS,4,20,161.4
FCFS,6,16,133.6
FCFS,6,13,120.7
FCFS,5,8,96.9
FCFS,8,18,142.4
FCFS,2,3,68.9
FCFS,1,18,130.2
FCFS,7,6,78.8
FCFS,7,4,60.3
FCFS,3,20,160.4
FCFS,2,17,142.4
FCFS,9,1,42.5
FCFS,8,4,64.5
FCFS,5,1,38.4
FCFS,5,17,146.6
FCFS,1,5,70.3
FCFS,9,24,178.8
FCFS,2,20,160.2
FCFS,8,22,171.1
FCFS,3,19,151.8
FCFS,2,20,159.3
FCFS,9,4,66.8
FCFS,1,6,76.9
FCFS,5,22,166.4
FCFS,3,2,49.2
FCFS,7,22,167.5
FCFS,1,8,87.3
FCFS,6,24,177.1
FCFS,6,9,97.8
FCFS,6,13,120.8
FCFS,8,14,127.1
FCFS,2,20,158.4
FCFS,1,15,119.6
FCFS,7,4,64.4
FCFS,1,7,76.1
FCFS,3,22,169.5
FCFS,5,24,181.7
FCFS,6,12,115.9
FCFS,1,1,31.4
FCFS,1,18,122.1
FCFS,6,24,182.8
FCFS,4,11,105.1
FCFS,5,16,135.2
FCFS,9,19,145.6
FCFS,2,23,163.4
FCFS,3,21,169.6
FCFS,1,8,87.7
FCFS,1,17,122.3
FCFS,9,8,95.3
FCFS,2,8,93.2
FCFS,2,23,167.9
FCFS,1,5,73.7
FCFS,5,11,108.5
FCFS,8,18,147.6
FCFS,4,15,136.1
FCFS,3,15,134.8
FCFS,5,22,165.3
FCFS,1,17,124
