ALGORITHM,GATES,PLANES,TIME,,,
FWCHECK,4,8,116.2,,,
FWCHECK,9,3,69.6,,,
FWCHECK,8,22,226.7,,,
FWCHECK,3,23,231.2,,,
FWCHECK,5,13,146.4,,,
FWCHECK,6,23,228,,,
FWCHECK,7,15,163.5,,,
FWCHECK,7,6,95.4,,,
FWCHECK,1,3,53.5,,,
FWCHECK,4,12,152.9,,,
FWCHECK,2,3,79.4,,,
FWCHECK,6,7,105.9,,,
FWCHECK,5,15,166.9,,,
FWCHECK,7,2,52.9,,,
FWCHECK,6,12,144.9,,,
FWCHECK,5,14,157.7,,,
FWCHECK,3,17,190.6,,,
FWCHECK,4,21,249.5,,,
FWCHECK,2,4,97.8,,,
FWCHECK,2,11,222.7,,,
FWCHECK,6,24,245.7,,,
FWCHECK,8,24,233.6,,,
FWCHECK,2,15,283.9,,,
FWCHECK,9,6,96.3,,,
FWCHECK,4,23,262.2,,,
FWCHECK,9,3,66.3,,,
FWCHECK,2,15,275.1,,,
FWCHECK,2,15,285,,,
FWCHECK,5,4,77.5,,,
FWCHECK,4,8,116.5,,,
FWCHECK,3,18,198.6,,,
FWCHECK,9,20,209.1,,,
FWCHECK,4,22,246.2,,,
FWCHECK,4,22,239.8,,,
FWCHECK,8,23,233.6,,,
FWCHECK,8,15,168.6,,,
FWCHECK,4,16,202.8,,,
FWCHECK,5,10,125.7,,,
FWCHECK,4,5,81.5,,,
FWCHECK,4,24,258.9,,,
FWCHECK,2,7,149,,,
FWCHECK,2,18,334.3,,,
FWCHECK,7,12,145.2,,,
FWCHECK,6,22,232.4,,,
FWCHECK,7,16,176.6,,,
FWCHECK,6,6,99.5,,,
FWCHECK,1,22,152.5,,,
FWCHECK,7,10,122.4,,,
FWCHECK,9,20,206.8,,,
FWCHECK,2,24,434,,,
FWCHECK,8,8,114.8,,,
FWCHECK,1,24,161.7,,,
FWCHECK,2,18,326.3,,,
FWCHECK,3,7,108.5,,,
FWCHECK,1,18,125.6,,,
FWCHECK,7,23,232,,,
FWCHECK,9,13,153.2,,,
FWCHECK,6,5,80.4,,,
FWCHECK,6,13,154.2,,,
FWCHECK,2,12,223.3,,,
FWCHECK,3,14,188.7,,,
FWCHECK,3,17,188.7,,,
FWCHECK,9,16,181.4,,,
FWCHECK,6,1,39.9,,,
FWCHECK,7,24,232.1,,,
FWCHECK,2,17,316,,,
FWCHECK,8,11,137.4,,,
FWCHECK,4,2,51.1,,,
FWCHECK,7,5,82.1,,,
FWCHECK,3,11,141.3,,,
FWCHECK,6,10,120.7,,,
FWCHECK,6,21,219.9,,,
FWCHECK,5,18,201.9,,,
FWCHECK,9,4,75.3,,,
FWCHECK,8,21,213.5,,,
FWCHECK,2,5,116,,,
FWCHECK,7,13,149.6,,,
FWCHECK,1,16,117.9,,,
FWCHECK,7,5,88.6,,,
FWCHECK,8,10,134.4,,,
FWCHECK,6,5,83.6,,,
FWCHECK,1,8,81.7,,,
FWCHECK,7,10,122.3,,,
FWCHECK,7,7,107.5,,,
FWCHECK,8,21,215.6,,,
FWCHECK,8,11,138.5,,,
FWCHECK,2,6,134.2,,,
FWCHECK,9,19,206.6,,,
FWCHECK,2,11,218.9,,,
FWCHECK,2,13,249.7,,,
FWCHECK,1,19,135.5,,,
FWCHECK,2,19,350.9,,,
FWCHECK,5,12,139.6,,,
FWCHECK,7,17,191.6,,,
FWCHECK,1,5,64.7,,,
FWCHECK,5,5,80.7,,,
FWCHECK,6,7,99.6,,,
FWCHECK,7,3,61.5,,,
FWCHECK,8,8,110.3,,,
FWCHECK,9,4,74.2,,,
FWCHECK,5,6,98.4,,,
FWCHECK,1,3,49.5,,,
FWCHECK,3,9,124.4,,,
FWCHECK,4,23,255.6,,,
FWCHECK,7,24,243.7,,,
FWCHECK,1,14,106.3,,,
FWCHECK,3,6,93.6,,,
FWCHECK,2,1,36.1,,,
FWCHECK,2,22,394,,,
FWCHECK,9,13,153.6,,,
FWCHECK,6,2,51.4,,,
FWCHECK,8,13,154.2,,,
FWCHECK,9,15,167.3,,,
FWCHECK,6,15,172.8,,,
FWCHECK,1,3,54,,,
FWCHECK,6,16,172.8,,,
FWCHECK,5,24,249.2,,,
FWCHECK,4,22,231.4,,,
FWCHECK,7,24,238.4,,,
FWCHECK,2,20,367.7,,,
FWCHECK,4,15,180,,,
FWCHECK,5,17,183.3,,,
FWCHECK,1,13,101.7,,,
FWCHECK,9,6,90,,,
FWCHECK,9,15,180.1,,,
FWCHECK,2,22,393,,,
FWCHECK,3,7,97.6,,,
FWCHECK,6,23,227.7,,,
FWCHECK,3,22,234,,,
FWCHECK,4,11,143.5,,,
FWCHECK,3,18,203.3,,,
FWCHECK,9,6,103.1,,,
FWCHECK,9,2,57.3,,,
FWCHECK,7,3,65.6,,,
FWCHECK,7,9,122.7,,,
FWCHECK,2,4,95.9,,,
FWCHECK,4,8,113,,,
FWCHECK,7,8,113,,,
FWCHECK,1,22,152,,,
FWCHECK,5,7,99.6,,,
FWCHECK,6,18,191.9,,,
FWCHECK,2,1,37.4,,,
FWCHECK,5,3,56.3,,,
FWCHECK,7,9,110,,,
FWCHECK,3,15,174.9,,,
FWCHECK,7,11,137.5,,,
FWCHECK,4,7,108,,,
FWCHECK,3,11,139.8,,,
FWCHECK,7,3,64.7,,,
FWCHECK,6,11,131.1,,,
FWCHECK,5,1,40.5,,,
FWCHECK,9,15,176,,,
FWCHECK,7,20,202.5,,,
FWCHECK,9,20,213.7,,,
FWCHECK,2,23,412.8,,,
FWCHECK,8,18,187.3,,,
FWCHECK,9,2,52.8,,,
FWCHECK,2,16,294.6,,,
FWCHECK,2,8,162.9,,,
FWCHECK,6,21,220.3,,,
FWCHECK,4,14,172.9,,,
FWCHECK,1,3,50.7,,,
FWCHECK,5,6,98.6,,,
FWCHECK,9,23,233,,,
FWCHECK,1,23,147.8,,,
FWCHECK,2,15,286.4,,,
FWCHECK,6,16,179.3,,,
FWCHECK,2,13,245.7,,,
FWCHECK,1,1,32.3,,,
FWCHECK,4,7,101.3,,,
FWCHECK,5,17,190,,,
FWCHECK,4,19,232,,,
FWCHECK,6,13,156.2,,,
FWCHECK,3,15,165.1,,,
FWCHECK,3,19,196.8,,,
FWCHECK,9,23,228.7,,,
FWCHECK,8,22,232.2,,,
FWCHECK,6,2,50.6,,,
FWCHECK,5,11,137.8,,,
FWCHECK,4,17,194.3,,,
FWCHECK,9,19,195.5,,,
FWCHECK,9,24,238.4,,,
FWCHECK,6,15,172.1,,,
FWCHECK,4,6,92.9,,,
FWCHECK,4,10,133.7,,,
FWCHECK,3,3,59.2,,,
FWCHECK,5,21,220.9,,,
FWCHECK,1,22,143.6,,,
FWCHECK,7,15,171.3,,,
FWCHECK,7,15,162.3,,,
FWCHECK,6,21,218.7,,,
FWCHECK,6,4,78.8,,,
FWCHECK,6,3,66.1,,,
FWCHECK,7,7,103.7,,,
FWCHECK,8,14,160.9,,,
FWCHECK,5,20,197.9,,,
FWCHECK,9,10,135.6,,,
FWCHECK,7,15,165.2,,,
FWCHECK,8,12,155.6,,,
FWCHECK,9,19,204.8,,,
FWCHECK,2,9,175,,,
FWCHECK,4,23,269.5,,,
FWCHECK,7,6,90.5,,,
FWCHECK,4,3,62.5,,,
FWCHECK,9,24,243.4,,,
FWCHECK,7,2,52.8,,,
FWCHECK,1,22,148,,,
FWCHECK,2,13,242.7,,,
FWCHECK,4,19,221,,,
FWCHECK,9,20,207.8,,,
FWCHECK,5,8,110.9,,,
FWCHECK,5,21,228,,,
FWCHECK,6,16,175.9,,,
FWCHECK,9,21,223.2,,,
FWCHECK,2,20,345.9,,,
FWCHECK,7,15,168.5,,,
FWCHECK,7,23,244.8,,,
FWCHECK,6,8,116.4,,,
FWCHECK,8,17,181.4,,,
FWCHECK,4,10,136.6,,,
FWCHECK,8,13,149.1,,,
FWCHECK,6,19,202.1,,,
FWCHECK,1,20,136.6,,,
FWCHECK,4,15,180.5,,,
FWCHECK,5,11,131.7,,,
FWCHECK,2,24,427,,,
FWCHECK,8,2,53.9,,,
FWCHECK,8,15,172.8,,,
FWCHECK,4,8,115.3,,,
FWCHECK,6,18,203,,,
FWCHECK,2,21,380.9,,,
FWCHECK,8,15,167.4,,,
FWCHECK,3,9,124.5,,,
FWCHECK,3,19,201.8,,,
FWCHECK,8,17,193.9,,,
FWCHECK,9,13,147.4,,,
FWCHECK,4,24,257,,,
FWCHECK,5,11,151.1,,,
FWCHECK,3,17,185.5,,,
FWCHECK,5,18,197,,,
FWCHECK,5,1,39.4,,,
FWCHECK,4,13,165.7,,,
FWCHECK,5,4,71.5,,,
FWCHECK,2,16,291.4,,,
FWCHECK,4,2,47.6,,,
FWCHECK,3,8,102.3,,,
FWCHECK,8,2,54,,,
FWCHECK,3,13,159.5,,,
FWCHECK,9,6,103.1,,,
FWCHECK,5,7,104.9,,,
FWCHECK,4,8,111.9,,,
FWCHECK,6,17,176.3,,,
FWCHECK,9,23,239.5,,,
FWCHECK,7,4,74,,,
FWCHECK,2,9,181,,,
FWCHECK,1,5,66.9,,,
FWCHECK,2,17,310.4,,,
FWCHECK,4,15,197.1,,,
FWCHECK,3,17,188.1,,,
FWCHECK,8,17,187.6,,,
FWCHECK,6,17,184.4,,,
FWCHECK,3,5,81.5,,,
FWCHECK,3,13,163,,,
FWCHECK,2,23,403.3,,,
FWCHECK,1,21,141.2,,,
FWCHECK,7,6,89,,,
FWCHECK,2,24,412.5,,,
FWCHECK,7,6,93.5,,,
FWCHECK,9,18,182.6,,,
FWCHECK,2,11,214.4,,,
FWCHECK,9,9,127.4,,,
FWCHECK,9,20,204.5,,,
FWCHECK,3,6,94.2,,,
FWCHECK,8,14,168.8,,,
FWCHECK,2,5,116.6,,,
FWCHECK,1,16,117.9,,,
FWCHECK,4,6,96.5,,,
FWCHECK,7,20,207.7,,,
FWCHECK,4,4,70.2,,,
FWCHECK,7,2,53,,,
FWCHECK,9,2,53.2,,,
FWCHECK,3,20,217.9,,,
FWCHECK,5,23,230.5,,,
FWCHECK,5,2,54.2,,,
FWCHECK,9,24,242.1,,,
FWCHECK,7,17,184.5,,,
FWCHECK,5,19,197.5,,,
FWCHECK,7,12,146.5,,,
FWCHECK,3,20,219.3,,,
FWCHECK,3,1,36.5,,,
FWCHECK,1,16,125.6,,,
FWCHECK,7,24,246.5,,,
FWCHECK,2,12,230.9,,,
FWCHECK,6,13,160.8,,,
FWCHECK,5,10,128.3,,,
FWCHECK,3,13,168.9,,,
FWCHECK,7,21,209.8,,,
FWCHECK,4,3,62,,,
FWCHECK,5,4,73.6,,,
FWCHECK,7,24,245.7,,,
FWCHECK,1,5,63.6,,,
FWCHECK,3,22,226.7,,,
FWCHECK,8,11,138.1,,,
FWCHECK,7,6,94.7,,,
FWCHECK,1,23,152.3,,,
FWCHECK,8,23,240.9,,,
FWCHECK,8,11,143.1,,,
FWCHECK,9,2,52.8,,,
FWCHECK,1,24,154.3,,,
FWCHECK,7,19,200.7,,,
FWCHECK,5,23,228.2,,,
FWCHECK,5,2,54,,,
FWCHECK,4,11,135.9,,,
FWCHECK,1,22,146.6,,,
FWCHECK,2,11,211,,,
FWCHECK,3,14,170.2,,,
FWCHECK,3,8,108.2,,,
FWCHECK,5,3,60.4,,,
FWCHECK,7,4,78.5,,,
FWCHECK,6,7,99.5,,,
FWCHECK,8,24,235.5,,,
FWCHECK,3,16,174.7,,,
FWCHECK,6,14,164.1,,,
FWCHECK,1,22,147.7,,,
FWCHECK,1,17,123.6,,,
FWCHECK,1,9,91.3,,,
FWCHECK,3,19,198.6,,,
FWCHECK,7,21,213.2,,,
FWCHECK,4,2,47.3,,,
FWCHECK,1,21,144.6,,,
FWCHECK,2,24,426.9,,,
FWCHECK,8,6,96.3,,,
FWCHECK,7,13,158,,,
FWCHECK,2,14,266.6,,,
FWCHECK,5,17,187.1,,,
FWCHECK,3,20,215,,,
FWCHECK,2,20,347.3,,,
FWCHECK,1,18,127.2,,,
FWCHECK,7,21,213,,,
FWCHECK,8,23,231.8,,,
FWCHECK,8,12,142,,,
FWCHECK,4,9,128.4,,,
FWCHECK,5,19,200,,,
FWCHECK,1,12,107.8,,,
FWCHECK,4,10,131.9,,,
FWCHECK,7,12,144.5,,,
FWCHECK,2,21,368,,,
FWCHECK,8,16,181.3,,,
FWCHECK,8,16,179.4,,,
FWCHECK,8,19,199.3,,,
FWCHECK,7,2,51,,,
FWCHECK,2,9,186.8,,,
FWCHECK,1,7,67.8,,,
FWCHECK,6,6,93.2,,,
FWCHECK,8,14,160.6,,,
FWCHECK,3,20,219.2,,,
FWCHECK,1,13,99.1,,,
FWCHECK,2,15,280.3,,,
FWCHECK,8,20,213.3,,,
FWCHECK,1,1,30.3,,,
FWCHECK,5,6,87.5,,,
FWCHECK,3,19,199.3,,,
FWCHECK,1,1,30.9,,,
FWCHECK,6,10,132.6,,,
FWCHECK,9,13,146.5,,,
FWCHECK,1,11,95,,,
FWCHECK,1,24,153.7,,,
FWCHECK,7,19,196.7,,,
FWCHECK,2,12,236,,,
FWCHECK,7,2,54.1,,,
FWCHECK,8,7,104,,,
FWCHECK,6,12,141.7,,,
FWCHECK,2,15,276.7,,,
FWCHECK,8,6,95.9,,,
FWCHECK,5,15,179.2,,,
FWCHECK,7,1,42,,,
FWCHECK,7,21,217.9,,,
FWCHECK,5,16,181.5,,,
FWCHECK,1,23,149.2,,,
FWCHECK,2,4,93,,,
FWCHECK,6,17,179.3,,,
FWCHECK,7,3,64.6,,,
FWCHECK,8,9,118.5,,,
FWCHECK,5,8,111.8,,,
FWCHECK,8,7,105.6,,,
FWCHECK,6,17,184.5,,,
FWCHECK,3,20,214.5,,,
FWCHECK,4,18,209.9,,,
FWCHECK,2,3,75,,,
FWCHECK,8,17,178,,,
FWCHECK,6,22,223.3,,,
FWCHECK,1,24,154.1,,,
FWCHECK,7,22,214,,,
FWCHECK,2,4,101.4,,,
FWCHECK,3,10,131.6,,,
FWCHECK,4,20,228.2,,,
FWCHECK,8,1,42.3,,,
FWCHECK,6,1,41,,,
FWCHECK,8,19,204.4,,,
FWCHECK,8,7,104.1,,,
FWCHECK,7,21,209.6,,,
FWCHECK,8,14,168.1,,,
FWCHECK,4,20,227.3,,,
FWCHECK,5,23,237.4,,,
FWCHECK,3,1,36.4,,,
FWCHECK,8,10,130.2,,,
FWCHECK,4,10,136.2,,,
FWCHECK,1,8,81.8,,,
FWCHECK,1,17,131.2,,,
FWCHECK,6,19,204.8,,,
FWCHECK,2,16,301,,,
FWCHECK,1,2,39.7,,,
FWCHECK,3,1,35.6,,,
FWCHECK,9,15,161.1,,,
FWCHECK,1,7,77.4,,,
FWCHECK,3,15,174.1,,,
FWCHECK,8,22,226.6,,,
FWCHECK,2,24,430.6,,,
FWCHECK,2,1,35.9,,,
FWCHECK,5,6,95.6,,,
FWCHECK,6,19,196.7,,,
FWCHECK,2,4,98.9,,,
FWCHECK,1,21,142.9,,,
FWCHECK,7,24,243.5,,,
FWCHECK,9,14,159,,,
FWCHECK,7,24,235,,,
FWCHECK,6,1,40.5,,,
FWCHECK,7,5,81.9,,,
FWCHECK,5,17,184.6,,,
FWCHECK,5,19,196.5,,,
FWCHECK,9,19,198.6,,,
FWCHECK,9,7,107.3,,,
FWCHECK,1,16,115.4,,,
FWCHECK,6,22,239,,,
FWCHECK,2,9,173.2,,,
FWCHECK,5,2,54.2,,,
FWCHECK,3,20,213.5,,,
FWCHECK,1,22,147.7,,,
FWCHECK,9,24,242.6,,,
FWCHECK,9,4,79,,,
FWCHECK,9,9,127.5,,,
FWCHECK,4,9,130.8,,,
FWCHECK,9,4,80,,,
FWCHECK,3,8,103.5,,,
FWCHECK,3,16,182.8,,,
FWCHECK,5,11,132.5,,,
FWCHECK,7,10,127,,,
FWCHECK,7,19,197.1,,,
FWCHECK,3,9,125.7,,,
FWCHECK,7,12,150.3,,,
FWCHECK,4,3,56.5,,,
FWCHECK,4,8,110.6,,,
FWCHECK,5,21,207.8,,,
FWCHECK,7,23,221.6,,,
FWCHECK,2,18,334.5,,,
FWCHECK,7,18,199.6,,,
FWCHECK,8,9,129.1,,,
FWCHECK,8,4,70.5,,,
FWCHECK,9,16,176.1,,,
FWCHECK,7,20,206.5,,,
FWCHECK,6,20,214.3,,,
FWCHECK,2,22,375.5,,,
FWCHECK,5,18,205.4,,,
FWCHECK,1,2,47.6,,,
FWCHECK,2,13,256.6,,,
FWCHECK,7,16,177.8,,,
FWCHECK,4,11,146.1,,,
FWCHECK,9,21,221.6,,,
FWCHECK,9,15,174.5,,,
FWCHECK,6,12,151.8,,,
FWCHECK,6,24,243,,,
FWCHECK,5,14,161.8,,,
FWCHECK,7,12,148.4,,,
FWCHECK,6,4,69.2,,,
FWCHECK,9,15,171,,,
FWCHECK,4,3,63.2,,,
FWCHECK,7,11,135.1,,,
FWCHECK,5,23,229,,,
FWCHECK,2,13,253.8,,,
FWCHECK,3,17,180.1,,,
FWCHECK,8,11,145.6,,,
FWCHECK,6,6,96.4,,,
FWCHECK,9,13,157.7,,,
FWCHECK,9,8,117,,,
FWCHECK,3,23,240.2,,,
FWCHECK,7,6,93.4,,,
FWCHECK,2,11,214.5,,,
FWCHECK,3,19,199.1,,,
FWCHECK,4,2,52.3,,,
FWCHECK,1,16,115.4,,,
FWCHECK,5,10,125.5,,,
FWCHECK,6,11,143.5,,,
FWCHECK,3,1,36.2,,,
FWCHECK,7,8,111.7,,,
FWCHECK,4,12,153.7,,,
FWCHECK,4,10,138.6,,,
FWCHECK,2,7,152,,,
FWCHECK,1,6,67.2,,,
FWCHECK,9,8,113.4,,,
FWCHECK,5,24,241.2,,,
FWCHECK,3,10,131.9,,,
FWCHECK,4,17,196.2,,,
FWCHECK,5,17,191,,,
FWCHECK,3,24,241.4,,,
FWCHECK,7,24,229.7,,,
FWCHECK,1,10,83.3,,,
FWCHECK,6,14,160.6,,,
FWCHECK,9,23,242.6,,,
FWCHECK,6,11,139.6,,,
FWCHECK,3,13,160.5,,,
FWCHECK,6,16,174.9,,,
FWCHECK,6,12,150.9,,,
FWCHECK,8,20,208.6,,,
FWCHECK,3,10,131.3,,,
FWCHECK,7,22,211.9,,,
FWCHECK,1,22,151,,,
FWCHECK,2,12,253.5,,,
FWCHECK,2,16,311.1,,,
FWCHECK,1,19,130.1,,,
FWCHECK,6,22,220.1,,,
FWCHECK,1,7,76.9,,,
FWCHECK,7,18,193.8,,,
FWCHECK,4,24,258.2,,,
FWCHECK,6,22,227.2,,,
FWCHECK,3,6,91.2,,,
FWCHECK,7,16,163.9,,,
FWCHECK,7,12,150.5,,,
FWCHECK,8,21,216.1,,,
FWCHECK,2,18,321.1,,,
FWCHECK,8,13,153.4,,,
FWCHECK,7,2,54,,,
FWCHECK,3,9,118.7,,,
FWCHECK,3,20,217.9,,,
FWCHECK,4,15,177.5,,,
FWCHECK,8,24,234.9,,,
FWCHECK,4,6,96.7,,,
FWCHECK,9,18,186.1,,,
FWCHECK,6,1,42,,,
FWCHECK,7,21,220.7,,,
FWCHECK,5,15,173.3,,,
FWCHECK,7,23,231.8,,,
FWCHECK,6,2,50,,,
FWCHECK,2,1,34.6,,,
FWCHECK,7,15,169.4,,,
FWCHECK,8,8,107.7,,,
FWCHECK,6,10,124.2,,,
FWCHECK,1,14,111.5,,,
FWCHECK,6,13,150.7,,,
FWCHECK,5,16,173.6,,,
FWCHECK,6,23,234.2,,,
FWCHECK,5,18,198.5,,,
FWCHECK,4,17,199.5,,,
FWCHECK,3,2,45.5,,,
FWCHECK,5,24,241,,,
FWCHECK,2,17,314,,,
FWCHECK,1,23,154.8,,,
FWCHECK,1,13,107.4,,,
FWCHECK,4,23,250.8,,,
FWCHECK,7,15,180.8,,,
FWCHECK,6,6,90.7,,,
FWCHECK,8,17,184.6,,,
FWCHECK,1,3,58.1,,,
FWCHECK,6,9,123.2,,,
FWCHECK,7,19,199.2,,,
FWCHECK,4,11,138.5,,,
FWCHECK,4,23,263.9,,,
FWCHECK,9,19,193.8,,,
FWCHECK,5,19,206.5,,,
FWCHECK,6,1,40.5,,,
FWCHECK,7,15,168.1,,,
FWCHECK,2,6,130.8,,,
FWCHECK,1,2,41.5,,,
FWCHECK,4,22,250.5,,,
FWCHECK,5,4,77,,,
FWCHECK,2,3,80.6,,,
FWCHECK,9,23,238.1,,,
FWCHECK,4,6,103.2,,,
FWCHECK,8,24,239.5,,,
FWCHECK,6,9,125.7,,,
FWCHECK,5,2,47.5,,,
FWCHECK,3,13,158.8,,,
FWCHECK,3,2,49.6,,,
FWCHECK,6,7,109.4,,,
FWCHECK,6,6,96.3,,,
FWCHECK,5,7,107.8,,,
FWCHECK,9,8,113.5,,,
FWCHECK,5,3,63.8,,,
FWCHECK,6,8,114.9,,,
FWCHECK,1,19,133.4,,,
FWCHECK,9,5,89.3,,,
FWCHECK,3,11,128.9,,,
FWCHECK,3,14,163.4,,,
FWCHECK,1,12,96.9,,,
FWCHECK,4,4,75.4,,,
FWCHECK,9,24,235.6,,,
FWCHECK,4,3,64.1,,,
FWCHECK,2,14,251.9,,,
FWCHECK,9,6,97.6,,,
FWCHECK,8,2,56.3,,,
FWCHECK,3,20,212.2,,,
FWCHECK,5,5,79.7,,,
FWCHECK,6,6,106.4,,,
FWCHECK,9,21,212.1,,,
FWCHECK,7,21,219.3,,,
FWCHECK,4,2,48.3,,,
FWCHECK,3,2,45.9,,,
FWCHECK,1,10,94.6,,,
FWCHECK,3,2,46.8,,,
FWCHECK,8,18,187.3,,,
FWCHECK,3,19,200.8,,,
FWCHECK,8,11,134.5,,,
FWCHECK,4,15,189.4,,,
FWCHECK,9,9,121,,,
FWCHECK,9,10,129.6,,,
FWCHECK,4,7,105.4,,,
FWCHECK,9,13,142,,,
FWCHECK,8,6,96.7,,,
FWCHECK,9,20,207.8,,,
FWCHECK,9,1,45.6,,,
FWCHECK,5,11,133.7,,,
FWCHECK,4,4,78.2,,,
FWCHECK,6,9,123.5,,,
FWCHECK,8,21,227.6,,,
FWCHECK,5,1,39.7,,,
FWCHECK,9,2,59,,,
FWCHECK,3,6,95.4,,,
FWCHECK,6,2,53.6,,,
FWCHECK,3,22,224.2,,,
FWCHECK,9,23,232.4,,,
FWCHECK,9,8,109.2,,,
FWCHECK,8,14,172.8,,,
FWCHECK,7,11,131.3,,,
FWCHECK,1,21,140.6,,,
FWCHECK,5,3,63.8,,,
FWCHECK,2,8,162.3,,,
FWCHECK,8,5,85.5,,,
FWCHECK,3,9,118.4,,,
FWCHECK,1,3,53.5,,,
FWCHECK,1,12,100.9,,,
FWCHECK,6,13,161.7,,,
FWCHECK,9,22,226.9,,,
FWCHECK,3,22,221.1,,,
FWCHECK,3,4,71.9,,,
FWCHECK,6,23,232.1,,,
FWCHECK,5,24,241.9,,,
FWCHECK,2,24,424.8,,,
FWCHECK,5,15,172.8,,,
FWCHECK,3,23,235.3,,,
FWCHECK,6,24,236.4,,,
FWCHECK,7,18,201.6,,,
FWCHECK,5,17,189.3,,,
FWCHECK,9,4,78.6,,,
FWCHECK,4,19,214,,,
FWCHECK,8,22,216.8,,,
FWCHECK,8,11,134.2,,,
FWCHECK,9,21,224.9,,,
FWCHECK,7,10,129.6,,,
FWCHECK,6,2,51.4,,,
FWCHECK,2,24,425.5,,,
FWCHECK,6,14,164.7,,,
FWCHECK,4,5,84.5,,,
FWCHECK,8,13,151.6,,,
FWCHECK,1,5,63.8,,,
FWCHECK,8,6,98.9,,,
FWCHECK,8,8,107.4,,,
FWCHECK,8,1,42.6,,,
FWCHECK,7,7,95.9,,,
FWCHECK,4,22,253.3,,,
FWCHECK,9,20,211.8,,,
FWCHECK,7,13,147.6,,,
FWCHECK,2,9,180.8,,,
FWCHECK,2,5,112.1,,,
FWCHECK,1,16,111.2,,,
FWCHECK,8,18,201.4,,,
FWCHECK,4,11,141.6,,,
FWCHECK,8,8,115.5,,,
FWCHECK,2,3,74.4,,,
FWCHECK,3,14,161.5,,,
FWCHECK,3,23,241,,,
FWCHECK,7,18,203.1,,,
FWCHECK,1,5,60.8,,,
FWCHECK,6,12,148.1,,,
FWCHECK,1,21,148.7,,,
FWCHECK,6,16,184,,,
FWCHECK,6,21,214.7,,,
FWCHECK,1,19,132.9,,,
FWCHECK,8,15,169.9,,,
FWCHECK,1,6,66.3,,,
FWCHECK,4,6,94.2,,,
FWCHECK,2,6,130.1,,,
FWCHECK,4,8,111.9,,,
FWCHECK,9,11,146.6,,,
FWCHECK,2,13,245.6,,,
FWCHECK,1,18,128.3,,,
FWCHECK,6,5,77.2,,,
FWCHECK,5,11,143.5,,,
FWCHECK,8,7,99.8,,,
FWCHECK,3,13,147.8,,,
FWCHECK,6,16,182.3,,,
FWCHECK,6,8,108.8,,,
FWCHECK,2,10,199.8,,,
FWCHECK,7,1,43.1,,,
FWCHECK,3,14,164.8,,,
FWCHECK,3,6,89.4,,,
FWCHECK,5,23,231.8,,,
FWCHECK,6,1,40.4,,,
FWCHECK,6,2,50.5,,,
FWCHECK,8,10,128.3,,,
FWCHECK,5,16,180.9,,,
FWCHECK,7,4,75.9,,,
FWCHECK,5,7,104.2,,,
FWCHECK,2,11,227.4,,,
FWCHECK,3,6,93.2,,,
FWCHECK,8,18,183.1,,,
FWCHECK,9,8,111.2,,,
FWCHECK,6,10,131.8,,,
FWCHECK,6,3,64.7,,,
FWCHECK,2,19,348.4,,,
FWCHECK,6,9,122.3,,,
FWCHECK,2,10,205.9,,,
FWCHECK,5,23,240,,,
FWCHECK,7,5,79.8,,,
FWCHECK,8,16,178.7,,,
FWCHECK,7,11,137.5,,,
FWCHECK,7,11,136.2,,,
FWCHECK,1,17,124.4,,,
FWCHECK,6,11,137.8,,,
FWCHECK,8,9,131.1,,,
FWCHECK,8,17,183.3,,,
FWCHECK,3,14,163.3,,,
FWCHECK,4,14,168.3,,,
FWCHECK,1,23,147.2,,,
FWCHECK,4,3,62.3,,,
FWCHECK,5,11,138.4,,,
FWCHECK,2,20,355.3,,,
FWCHECK,9,11,136.4,,,
FWCHECK,9,4,75.5,,,
FWCHECK,8,18,193.6,,,
FWCHECK,7,9,123.7,,,
FWCHECK,4,13,162.1,,,
FWCHECK,1,21,141.3,,,
FWCHECK,6,10,137.9,,,
FWCHECK,3,7,103.6,,,
FWCHECK,5,6,99.4,,,
FWCHECK,9,7,104.7,,,
FWCHECK,5,13,146.3,,,
FWCHECK,1,3,50.7,,,
FWCHECK,5,16,176.4,,,
FWCHECK,2,13,245,,,
FWCHECK,3,15,180.4,,,
FWCHECK,9,11,141.5,,,
FWCHECK,3,22,231.9,,,
FWCHECK,7,8,110.2,,,
FWCHECK,5,23,239.6,,,
FWCHECK,5,22,228.2,,,
FWCHECK,9,12,140.1,,,
FWCHECK,2,8,162.6,,,
FWCHECK,5,11,137.4,,,
FWCHECK,4,1,37.4,,,
FWCHECK,8,18,190.8,,,
FWCHECK,9,3,66.8,,,
FWCHECK,9,6,98.4,,,
FWCHECK,9,16,182.5,,,
FWCHECK,1,21,150.5,,,
FWCHECK,2,7,153,,,
FWCHECK,2,7,151.4,,,
FWCHECK,2,3,77.5,,,
FWCHECK,8,22,216.7,,,
FWCHECK,2,4,103.3,,,
FWCHECK,6,8,109.3,,,
FWCHECK,7,9,120.6,,,
FWCHECK,7,14,167.5,,,
FWCHECK,5,10,122.4,,,
FWCHECK,9,6,101.4,,,
FWCHECK,2,16,309.2,,,
FWCHECK,2,12,236.3,,,
FWCHECK,8,11,131.2,,,
FWCHECK,5,5,78.8,,,
FWCHECK,9,18,194.1,,,
FWCHECK,4,15,182.6,,,
FWCHECK,8,21,214.4,,,
FWCHECK,7,6,95.7,,,
FWCHECK,3,6,89.4,,,
FWCHECK,1,21,150.4,,,
FWCHECK,6,7,94.5,,,
